How much it will cost to go from Tana airport to Ampijoroa?,TRS,TRSAIR
"Can anybody recommend camping sites (where you can bring your own tent) in Madagascar, on the beaches and in forests/parks?",ACM,ACMBUN
Do I need to book in advance or can I just show up in the morning and there will be enough guides for everyone to visit National parks?,TGU,TGUTOP
What are the things we can do for our short holiday stay in Mauritius island?,TTD,TTDOTH
From where can I rent a car in Mauritius?,TRS,TRSRNT
"What is the best hotel for honeymoon from St Regis, Lux Belle Mare, Lux Grand Gaube, Sofitel and Westin hotels?",ACM,ACMHOT
What are the best places for kitesurfing during December January season?,TTD,TTDSPO
Can anyone suggest adults only resort which has lovely beaches in Mauritius?,ACM,ACMRES
What are the must do activities in Mauritius as a traveller?,TTD,TTDSIG
Can you suggest a place to have eating out at the evening in Flic-en-Flac area?,FOD,FODBAK
From where can I buy tobacco and rolling papers in Mauritius?,TGU,TGUCIG
Is it good to use Rupees over GBP in Mauritius?,TGU,TGUBAN
Is it possible to visit rum distillery company during our stay at Mauritius?,FOD,FODBRE
How much money I should bring for a 10 days stay at Mauritius for 2 people?,TGU,TGUAVE
From where can I buy native gifts from Flic-en-Flac area?,TTD,TTDSHP
Can I find a place to rent GoPro cameras of the east side of the Mauritius island?,TGU,TGUOTH
What are the best hotels around snorkeling and surfing areas in Mauritius?,ACM,ACMHOT
How should i carry money to Mauritius so that i could save more on exchange rate?,TGU,TGUBAN
Is Credit/Debit cards accepted without any extra charges or minimum charges?,TGU,TGUBAN
Should i take Travel card or Multi currency card?,TRS,TRSTCD
How much it will cost for helicopter trip around Mauritius?,TTD,TTDTRI
Which is the Best island or beach in Mauritius for parasailing?,TTD,TTDSPO
What is the cleanest white sand beach with awesome aerial view in Mauritius?,TTD,TTDSIG
Which is the Best island or beach in Mauritius for underwater sea walk?,TTD,TTDSIG
How much does a taxi cost from the airport to Lux Le Morne?,TRS,TRSOTH
How can I find none overpriced family rooms in Mauritius?,ACM,ACMOTH
What is meant by Shared bathroom in Guest house in Mauritius?,ACM,ACMBEA
Does anyone have the e-mail address for the Ambre resort & spa Mauritius?,ACM,ACMRES
"What are the budget resorts with friendly/helping staff, good food, and a peaceful private beach which are suitable for Honeymoon?",ACM,ACMRES
I would like to know the approximate price of a beer or gin and tonic in and outside the hotels in Mauritius.,FOD,FODCOT
What do the authorities accept as proof of funds for on arrival visa?,TGU,TGUVIS
What are the best tourist excursions when it's raining?,TTD,TTDSIG
What is the ideal time to visit Mauritius in the year as we are planning to get married in there and spend our honeymoon?,TGU,TGUOTH
Can anyone let me know how much per person it is to go on the speed boat trip with McCloud?,TTD,TTDSPO
Can anyone let me know how much it is to hire a Taxi for 4 people in Mauritius ?,TRS,TRSTAX
Can I use debit card at the airport to buy currency as I don't fancy hauling lots of cash about on our travels?,TGU,TGUBAN
What are the best places with reasonable prices for sky diving?,TTD,TTDSPO
Can anyone tell me the nearest medical facilities near Sugar beach?,TGU,TGUHEA
Are the Mauritius beaches safe from sea snakes?,TGU,TGUHEA
Is it possible to buy wedding rings around Port Louis area?,TGU,TGUPLN
Are mosquitos an issue in Mauritius?,TGU,TGUHEA
Is month of April a good time for whale watching around Mauritius?,TTD,TTDSIG
Which hotels allow men to wear shorts at dinner time in Mauritius?,ACM,ACMHOT
Is it worth taking my own mask and snorkel or are they freely available to hire?,TTD,TTDSPO
What is the waiting time at Victoria Falls airport for a visa?,TGU,TGUVIS
From where can I buy local phone SIM card in Harare and what documents we need for that?,TGU,TGUTEL
How much taxi fee will it cost to go from Botswanian border to Victoria falls?,TRS,TRSOTH
Does UK citizens need any special documents when getting visa from borders of Zimbabwe?,TGU,TGUVIS
What are the important places I can visit in Harare city area?,TTD,TTDSIG
Can somebody please tell me the best bus service to get from Harare to Mutare ?,TRS,TRSBUS
Camp Hwange or Little Makalolo for best walking safari experience in late May early June?,TTD,TTDSIG
Which company do you recommend for short helicopter trip around Victoria Falls?,TTD,TTDTRI
Any recommendation for the tour operator for a full day canoe trail/safari in Victoria Falls?,TGU,TGUTOP
Can anyone tell me the amount of rand I should take if I'm staying at the lion sands lodge for 4 nights?,TGU,TGUAVE
"Are there many places like Cango Wildlife Ranch where you can stroke the Cheetah or get close to other animals like baby hippo, elephant?",TTD,TTDSIG
Which is the best safari park nearer to Johannesburg and can be seen as a day trip or max one night halt?,TTD,TTDSIG
Does anyone know of places that sell GoPros in Johannesburg?,TGU,TGUOTH
What places can I visit to play a golf round in Cape Town?,TTD,TTDSPO
Where can we get prepaid SIM cards with affordable rates in Johannesburg?,TGU,TGUTEL
Is it normal to see animals jumping on cars or lions trying to bite a bumper/fender off a car in Kruger National Park?,TTD,TTDSIG
Is it possible to do camping near Drakensberg mountain range?,TTD,TTDSPO
Can anyone suggest me how many min days are sufficient to visit Kruger national park along with safari from Durban?,TTD,TTDOTH
Is it possible to use child car seats in rent a car services in South Africa?,TRS,TRSRNT
"Has anyone done the 3200 mile tour with SAGA from Capetown to Victoria Falls via S Africa, Namibia and Botswana?",TGU,TGUTOP
Does any know of any good cheap hotels in Johannesburg?,ACM,ACMHOT
Do we have to prebook the airport lounge for our 3-4 hour stopover in Johannesburg airport?,TGU,TGUAPT
What is the average cost of a safari in Kruger?,TTD,TTDSIG
What are the places we can visit around Port Elizabeth within 2 days?,TTD,TTDSIG
Does Uber operates in Hermanus area?,TRS,TRSTAX
What is the cheapest option for booking a Shark Dive in Cape Town?,TTD,TTDSPO
Are the supermarkets open on sunday at Malelane?,TTD,TTDSHP
Do we need malaria pills before hand if we are going to Timbavati?,TGU,TGUHEA
Do i need the international license for driving in South Africa as a Saudi citizen?,TRS,TRSLIC
Do we have to bring heavy warm clothes if we are visiting South Africa in September?,TGU,TGUATT
Do I need to bring Towels or are they supplied in the Bungalows in Kruger National Park?,ACM,ACMBUN
Any ideas on reliable and cheap Laundromat or other washing washing service near Sandton?,TGU,TGULAU
Will a European plug adapter work in South Africa?,TGU,TGUOTH
What can we do in and around Durban?,TTD,TTDSIG
Can I have suggestions for lunch stop between Cape Town and Vredendal?,FOD,FODBAK
What are the most relaxing beaches with budget campsites for adults in Kwazulu-Natal?,ACM,ACMBUN
Is JSL Transport a good option to travel from Malelane to Tambo?,TRS,TRSBUS
Is Hermanus area safe for female solo traveller?,TGU,TGUHEA
Can you please give recommendations on the best dive spots in aliwal shoals?,TTD,TTDSPO
Has anyone used Pembury tours for travelling in Cape Town and Kruger?,TGU,TGUTOP
Does anyone has experience with 4seasons rent a car company?,TRS,TRSRNT
How is the driving experience in Golden Gate Highlands in Winter?,TRS,TRSROU
Is there any gym near the Coastland Musgrave Ridge hotel in Durban that allows guests to pay for a one-week pass?,TTD,TTDGYM
Can we easily exchange travellers cheques in South African banks easily?,TGU,TGUBAN
What would be a safe place to stay that is near the Pretoria?,ACM,ACMOTH
What are the good places to stay in Betty's Bay?,ACM,ACMOTH
Is Addo Elephant National Park worthy to visit?,TTD,TTDSIG
What is the best option to viewing animals June or September?,TTD,TTDSIG
Can you suggest a budget private reserve in Kruger area for a couple?,ACM,ACMAPA
What are the current exchange rates for the English pound today in South Africa?,TGU,TGUBAN
How to spend 8.5 hrs transit in OR Tampa airport??,TGU,TGUAPT
Where does one obtain liability coverage for car insurance and what is the average cost on this?,TGU,TGUVIS
"Does anyone know of any hotel for family with services like self catering, house keeping etc in Durban?",ACM,ACMOTH
Any recommendations regarding currency exchange bureaus in Capetown that remain open until 5-6 PM?,TGU,TGUBAN
Is it correct that ATM machines are prevalent in Capetown?,TGU,TGUBAN
Looking for a bus traveling from JHB park station to Phalaborwa this weekend with time slots?,TRS,TRSBUS
"Any places to recommend in cape town in the evening for ages 73 ,17 , 46 & 37 (73 more like 50 tho :-)) with good night out food, drinks?",FOD,FODBAK
What are the resorts close to one hour proximity in Johannesburg with heated pools?,ACM,ACMRES
"Can anyone advise on menus ,type of food, snacks available in Pumba Game Reserve?",FOD,FODCAT
Are there any hotels in Durban which offer room for day use only ideally near the airport?,ACM,ACMHOT
How much it would cost for abseiling and what are the places around Hogsback?,TTD,TTDSPO
Is there anywhere recommended to go around Hermanus for a drink with a lovely view to see the sunset?,FOD,FODBAR
what time are sunrise and sunset now approximately in Hermanus?,TTD,TTDSPA
"Is there any private accommodation that does private game reserves in the kruger or will i need to look outside sabi sands, pumba etc?",ACM,ACMOTH
Is there a taxi stand near the exit of the Sandton Gautrain station or how would I get a taxi from there?,TRS,TRSTAX
Where to buy US Dollars in Capetown?,TGU,TGUBAN
How much money we should take for family with 2 kids for 1 week stay in Marsa Alam?,TGU,TGUAVE
What is the best currency to use in Egypt as an European traveller?,TGU,TGUBAN
Any shops around Coraya beach resort that sell cigarettes ?,TGU,TGUCIG
What are the closest pyramids to sharm el sheik?,TTD,TTDSIG
How much time required to see Giza pyramids properly?,TTD,TTDSIG
Could anybody tell where the best place to stay for 4pax if we wanted to see the pyramids in Giza?,ACM,ACMOTH
Which is the nearest resort to stay at and what is the best way to get to the pyramids in Giza?,ACM,ACMRES
Can anyone advise on adults only hotel in Egypt?,ACM,ACMHOT
Does anyone know the up to date prices for entry into the pyramids?,TTD,TTDSIG
Could anyone please advise me on local tours to Cairo and Giza from Alexandria?,TGU,TGUTOP
How long should that take and what is the best and cheapest way to get there from Cairo airport to Giza pyramids?,TRS,TRSROU
Anyone have an experience at the Pyramids Park Intercontinental Hotel in Cairo?,ACM,ACMHOT
What is Al-Kulans pyramid and is it worth seeing?,TTD,TTDSIG
What is the distance from Al-Kulans to cairo?,TRS,TRSROU
Is it ok to use a home video camera to film outside the pyramids?,TTD,TTDSHP
What are the special things we can do in Nabq Bay?,TTD,TTDSIG
Is it ok for me as a guy to wear Bermudas and sandals for the whole of my egypt tour ?,TGU,TGUATT
Luxor or Cairo What has best attractions?,TTD,TTDSIG
Is there a museums/attractions pass for Egypt?,TTD,TTDSIG
Should I buy attraction tickets in advance or in Egypt?,TTD,TTDSIG
Does anyone know whether or not tourist attractions in Cairo close on celebrated Muslim Holy Days?,TGU,TGUHOL
How much time do you think we need to set aside to do the Nile river cruise ?,TRS,TRSROU
"Will the shops, markets & tourist attractions such as pyramids be open during the Eid festivities?",TGU,TGUHOL
Does anyone know of any reputable tours my family & I can access for touring around Luxor in a day in early May ?,TGU,TGUTOP
"Are there any tour guide or tour company at a reasonable price recommended for visit Cairo,Luxor, Aswan and Abu Simbel?",TGU,TGUTOP
Can anyone suggest a 2 day itinerary for Cairo?,TGU,TGUOTH
How much it will cost for 5 day cruise on Nile River?,TRS,TRSOTH
What are the best cruise tour companies in Egypt?,TGU,TGUTOP
What are the place I should contact for quad biking on deserts in Sharm el Sheikh?,TRS,TRSRNT
How much it will cost for a camel or horse sunset safari with dinner in egypt?,TTD,TTDSPO
Do the bus tickets have to be prebooked or can they be bought on the day during Egypt city tours?,TRS,TRSBUS
How is the internet in Hurghada/Sharm el Sheikh?,TGU,TGUTEL
What are the good places to stay for a family with young children in Hurghada?,ACM,ACMOTH
What are the good areas for snorkeling in Egypt?,TTD,TTDSPO
Are there any good markets to hang out in Giza or is Khan market in Cairo the best?,TTD,TTDSHP
From where can I buy collection of stamps in Cairo?,TTD,TTDSHP
Any free Wi-Fi at Cairo airport?,TGU,TGUTEL
What's a good money exchange place in Cairo or Giza?,TGU,TGUBAN
How to get to Abu Simbel from Aswan by public transport?,TRS,TRSBUS
Should I convert USD at home for EGP or wait till for Cairo?,TGU,TGUBAN
What are the best companies offering snorkeling in Diani beach?,TTD,TTDSPO
Hom much is the entry fee for Maasai Mara National Reserve?,TTD,TTDSIG
Can anyone recommend a good budget safari on the Maasai Mara for budget backpackers?,TTD,TTDSPO
Are there good weather conditions in July/August time that is good for safari ?,WTH,WTHOTH
Does Uber provide services in Nairobi?,TRS,TRSTAX
Do we have to pay to take photos of Maasai tribes?,TTD,TTDSHP
Is there a lot of Seaweed at Diani Beach in September/early October?,TGU,TGUHEA
What are the average prices for food in not too expensive restaurant and cheap restaurant in Malindi?,FOD,FODOTH
Can anyone help me here by telling me the limit when withdrawing cash from a Stanbic ATM?,TGU,TGUBAN
Need some advice on which company's sim card to purchase ?,TGU,TGUTEL
Are there any good restaurants accessible after arrival where one can eat a decent meal before proceeding towards the city?,FOD,FODBAK
Are pre-2006 USD notes accepted in Kenya?,TGU,TGUBAN
How much should we tip our driver for our 4 day stay at Kenya?,TGU,TGUATT
Is there a left luggage storage in the Jomo Kenyatta Airport?,TGU,TGULUG
Does anyone have any reviews of Twiga Tours about safari in Kenya?,TGU,TGUTOP
Does anyone know what times the buses from Lamu leave for Malindi and Mombasa?,TRS,TRSBUS
"Can someone tell me which area is better for diving, Zanzibar of Mombasa at mid of June?",TTD,TTDSPO
How safe is it to visit Masai mara on these days?,TGU,TGUHEA
How much time do I need to get from Nairobi to Hells Gate with average traffic?,TRS,TRSROU
Can someone suggest a place to stay for a lady for two days while on a business trip in Nairobi?,ACM,ACMOTH
Should we go for a jeep or a van during the month of December in Kenya?,TRS,TRSRNT
Does anyone know if I will need to have a yellow fever vaccination and certificate in Kenya?,TGU,TGUHEA
Which town on the coast of Kenya do you suggest me in the way that I can have sea holiday days with a safari also?,TTD,TTDSIG
"Could anyone please advise me about the best mobile network data card for my Ipad during my visit to Tsavo, Lake Nakuru, Amboseli and Masai Mara?",TGU,TGUTEL
Can anyone please tell me what vaccines you need to get if you're travelling from Australia to Kenya?,TGU,TGUHEA
Any suggestions for nice place to eat at Nyeri?,FOD,FODBAK
Is it again possible to get VISA at the airport of Kenya?,TGU,TGUVIS
From where can I rent bikes for city tours in Nairobi?,TRS,TRSRNT
"Can anyone give us an idea of the approximate cost of a taxi from the airport to Mvuli House Hotel, about 15 minutes drive, in the evening about 9.00pm?",TRS,TRSOTH
"What is the best from Gamewatcher Safaris, Friendly Planet and Bonfire Adventures agencies?",TGU,TGUTOP
Can anyone help me out with where to get fire and theft or comprehensive insurance for a 4x4 doing an overland trip through southern Africa?,TGU,TGUVIS
Is there any catholic church near Taita Sarova Salt Lick Game Lodge in Tsavo?,TTD,TTDSIG
From where can I buy cocoa powder and herbal teas in Nairobi?,TTD,TTDSHP
How should we tip for drivers and spotters during a safari in Kenya?,TGU,TGUATT
Do chinese citizens require a kenyan visa to enter kenya?,TGU,TGUVIS
Should we use a tour operator or can we save a lot of money by just booking a lodge and driver?,TGU,TGUTOP
Can anyone confirm the max length of stay in Kenya using a transit visa issued on arrival in the airport?,TGU,TGUVIS
Does anyone have any advice on how to get to Arusha from Nairobi?,TRS,TRSROU
Can you suggest a 3 day itinerary starting from Cairo?,TGU,TGUOTH
What are the hotels with lifts which have good view of the pyramids?,ACM,ACMHOT
"When on the All Inclusive package in Sunrise Royal, is there an extra charge for the A La Carte restaurants?",FOD,FODOTH
Does anyone know of nearby eating places of the Aida Hotel El alamein?,FOD,FODBAK
Is guest laundry services available on the Royal Lily Nile cruise ship?,TRS,TRSCRS
Is there a place to store luggage in Ramses Station?,TGU,TGULUG
Does anyone know for sure which beach resorts in Hurghada where they serve Shisha right on the beach?,ACM,ACMRES
What is the price of drinks at an all-inclusive resort in Hurghada if you pay for them rather than going all inclusive?,FOD,FODOTH
What will the special food in Hurghada during Christmas season?,FOD,FODCAT
What will the weather be like in Hurghada during Christmas season?,WTH,WTHOTH
Does Egypt airport allow travellers to bring E-cigarettes?,TGU,TGUCIG
How to cross from Taba to Aqaba without going through Eilat?,TRS,TRSROU
From where can I hire a motorcycle in Dahab?,TRS,TRSRNT
What are the hot trips in HURGHADA at the moment and prices?,TTD,TTDSIG
Is breakfast served to passengers travelling to Luxor on overnight sleeping train from Cairo?,TRS,TRSTRN
"Any info please on good places to eat near to Mamlouk palace, Hurghada?",FOD,FODBAK
What are the excursion operators recommendations in Marsa Alam?,TGU,TGUTOP
Is there a ferry over to Jordan from Egypt?,TRS,TRSCRS
Are there biting insects in Cairo/Luxor/Aswan that would necessitate me bringing repellent?,TGU,TGUHEA
From where can I buy a portable wifi unit in Hurghada?,TGU,TGUTEL
Could someone please tell me how the soft drinks at Jaz el dar Madina hotel are served please? Canned or glasses from pumps?,FOD,FODBAR
Where's the best place to change sterling to Egyptian pounds in Cairo?,TGU,TGUBAN
"Does anyone have the e mail address for room reservations for the Sunrise Holiday Resort, Hurghada?",ACM,ACMRES
Are there any travel insurance companies which offer insurances for Asian travellers in Cairo?,TGU,TGUVIS
"Are cocktails included in the AI package at Sunrise Royal, Makadi Bay?",ACM,ACMHOT
What are the shops at Hurghada airport duty free?,TGU,TGUAPT
Which time in the year hotels in Hurghada are mostly occupied?,ACM,ACMHOT
Has anyone found craft beer around Cairo?,FOD,FODCAT
What is the best mid range hotel for food in Hurghada?,ACM,ACMHOT
"Can anyone tell me if there is a safe in the room and also how much it is at the Jungle Aqua Park, Hurghada",ACM,ACMHOT
Is it safe to visit mount sinai?,TGU,TGUHEA
Is there any recommended nanny agency in Seychelles?,TGU,TGUOTH
Can anyone tell me if tipping with Euro coins is OK in Seychelles?,TGU,TGUATT
Does anyone know a good local photographer in Seychelles that do lifestyle and natural photos?,TGU,TGUPLN
Do they celebrate Halloween with the kids at Ephelia?,ENT,ENTFES
Can we get a water taxi or private boat from Beau Vallon to visit some more beautiful beaches?,TRS,TRSCRS
What side of the islands in Seychelles should I be staying on ?,TGU,TGUNEI
Does anyone know prices for helicopter excursions with ZilAir?,TRS,TRSAIR
Is it less expensive to book excursions from home via the internet or once on Mahe?,TTD,TTDSIG
What are the beachfront self-catering holiday cottages in seychelles which suits for small family of three?,ACM,ACMBUN
What is the best currency to use in the local shops ie sterling or use the local currency in Seychelles?,TGU,TGUBAN
Can you suggest a quiet location in Seychelles for relaxing stay for a couple ?,ACM,ACMOTH
Any shopping area to go beside victory market which are not very expensive?,TTD,TTDSHP
Does anyone know the email address of Le Repaire?,ACM,ACMHOT
"Does Avani Barbarons Resort has any shops, restaurants in its suburbs or is it isolated?",ACM,ACMRES
Is it easy and quick to get a taxi at Mahe airport?,TRS,TRSRNT
How much to get from airport to Anse Aux Pins by a taxi?,TRS,TRSOTH
How much from airport to Anse a la Mouche by a taxi?,TRS,TRSOTH
Is Seychelles a good place to spend the holiday with children?,TTD,TTDSIG
Does anyone know whether there is a baggage storage in Mahe airport?,TGU,TGULUG
Does anyone know the status of the drinking water in Hilton in Seychelles?,TGU,TGUHEA
What are the best places to have vegan food in seychelles?,FOD,FODBAK
What is the best transportation method to travel around Seychelles?,TRS,TRSOTH
Diving in La Digue Or Praslin is better?,TTD,TTDSPO
How long does it take to the ferry from Praslin to Mahe?,TRS,TRSROU
Is there a free shuttle from the port of the ferry to SEZ?,TRS,TRSTRN
How much it can cost to eat a meal in restaurant or to drink coffee in Seychelles?,FOD,FODOTH
Where can I rent a car in Christchurch and what will be the price?,TRS,TRSRNT
What are the reviews of Park Grand Lancaster Gate?,TTD,TTDSIG
Would I be better off traveling by car/van from Auckland to Coromandel?,TRS,TRSRNT
"When travelling to Nelson to Fox Glacier by bus, where can I stop for a night and explore around?",TTD,TTDSIG
What are the best places to visit during our 3 week honeymoon trip in South Island?,TTD,TTDSIG
Which is the best overnight cruise Fiordland Discovery or Milford Sound Mariner?,TRS,TRSCRS
What are the Bars and Pubs suggestion in Auckland City?,FOD,FODBAR
How can I hire a one way car to travel from Dunedin to Invercargill?,TRS,TRSOTH
How much it will cost to fly from Christchurch to Napier?,TRS,TRSOTH
What's the fastest way to the International terminal from the domestic terminal in Auckland airport?,TRS,TRSOTH
Are there direct shuttles to go from Auckland airport to Mercure hotel?,TRS,TRSTRN
What are the wheelchair accessible restaurants around Mayoral drive?,FOD,FODBAK
Is possible to get to Motukiekie Beach without a car?,TRS,TRSOTH
"Starting from Queenstown, what are the places we can visit on Southern Coastal route?",TTD,TTDSIG
If you can only stop at one glacier which would you choose from Fox and Franz Josef Glaciers?,TTD,TTDSIG
